TaxonId;Vetenskapligt namn;Svenskt namn;Svensk förekomst;Typ;Organismgrupp;Kategori;Rödlistekriterium;Skog (S);Jordbrukslandskap (J);Urban miljö (U);Fjäll (F);Våtmark (V);Sötvatten (L);Havsstrand (H);Marin miljö (M);Brackvatten (B)
101729;Saprinus immundus;tätpunkterad sandstumpbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;;;;;;Viktig;;
101730;Saprinus rugifer;;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii);;Förekommer;Viktig;;Förekommer;;Viktig;;
101731;Saprinus virescens;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;;;Viktig;;Viktig;;
1435;Sarcodon fennicus;bitter taggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1+2a(i)";Viktig;;;;;;;;
1436;Sarcodon fuligineoviolaceus;lilaköttig taggsvamp;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);"B2ab(iii); C2a(i)";Viktig;;;;;;;;
6003297;Sarcodon glaucopus s. str.;spricktaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1";Viktig;;;;;;;;
5965;Sarcodon joeides;lundtaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
6003229;Sarcodon lepidus;mjöltaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
1438;Sarcodon leucopus;slät taggsvamp;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C2a(i);Viktig;;;;;;;;
2058;Sarcodon lundellii;koppartaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1+2a(i)";Viktig;;;;;;;;
1439;Sarcodon martioflavus;sammetstaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1+2a(i)";Viktig;;;;;;;;
6003298;Sarcodon pseudoglaucopus;ruttaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1";Viktig;;;;;;;;
2059;Sarcodon scabrosus;skrovlig taggsvamp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;Viktig;;;;;;;;
5966;Sarcodon squamosus;motaggsvamp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;Viktig;;;;;;;;
1440;Sarcodon versipellis;brödtaggsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
1441;Sarcodontia crocea;apeltagging;Bofast och reproducerande;Art;Storsvampar;Akut hotad (CR);D;Viktig;;Förekommer;;;;;;
230554;Sarcogyne distinguenda;klotsporig skifferlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;Förekommer;Viktig;;;Viktig;;;;
1445;Sarcosoma globosum;bombmurkla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1+2a(i)";Viktig;;;;;;;;
1446;Sarcosphaera coronaria;kronskål;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
101732;Satyrium ilicis;krattsnabbvinge;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1ab(iii,v)+2ab(iii,v);Viktig;Förekommer;;;;;;;
201122;Satyrium w-album;almsnabbvinge;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);A3bce+4bce;;Viktig;Viktig;;Förekommer;;;;
101734;Saulcyella schmidtii;;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii);Viktig;;;;;;;;
100169;Sauterina hofmanniella;snedstreckad gökärtsmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2a;Förekommer;Förekommer;Viktig;;;;;;
102995;Saxicola rubetra;buskskvätta;Bofast och reproducerande;Art;Fåglar;Nära hotad (NT);A2b;Viktig;Viktig;;Förekommer;Viktig;;;;
233849;Saxicola rubicola;svarthakad buskskvätta;Bofast och reproducerande;Art;Fåglar;Starkt hotad (EN°);D;;Viktig;;;;;;;
1934;Saxifraga × opdalensis;oppdalsbräcka;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);D1+2;;;;Viktig;;;;;
1447;Saxifraga cotyledon;fjällbrud;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2a;Viktig;;;Förekommer;;;;;
1448;Saxifraga hirculus;myrbräcka;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2ab(ii,iii,iv);;;;;Viktig;;;;
1449;Saxifraga osloënsis;hällebräcka;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);B2ab(iii,iv,v)c(iv);;Viktig;;;;;;;
1450;Scabiosa canescens;luktvädd;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);B1ab(iii,iv)+2ab(iii,iv);;Viktig;;;;;;;
1451;Scandix pecten-veneris;nålkörvel;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v)c(iv);;Viktig;;;;;;;
1452;Scapania apiculata;timmerskapania;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);C2a(i);Viktig;;;;Viktig;;;;
1453;Scapania brevicaulis;rikkärrsskapania;Bofast och reproducerande;Art;Mossor;Sårbar (VU);"B2ab(iii); C2a(i)";;;;;Viktig;;;;
1455;Scapania carinthiaca;mikroskapania;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);C2a(i);Viktig;;;;Viktig;;;;
1844;Scapania crassiretis;knutskapania;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;Förekommer;;;;Viktig;;;;
1845;Scapania glaucocephala;svämskapania;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);C2a(i);Viktig;;;;Viktig;;;;
1454;Scapania gracilis;blockskapania;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;Viktig;;;;;;;;
2508;Scapania kaurinii;skedskapania;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;;;;Viktig;;;;;
2534;Scapania spitsbergensis;spetsbergsskapania;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);"B2a; D1";;;;Viktig;;;;;
104447;Scaphisoma balcanicum;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
104446;Scaphisoma subalpinum;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;;;;;;;;
101735;Scardia boletella;jättesvampmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii);Viktig;;;;;;;;
101736;Scellus dolichocerus;alvarstyltfluga;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B1ac(iv)+2ac(iv);;Viktig;;;Viktig;;;;
1459;Schismatomma graphidioides;skriftskärelav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;Viktig;Viktig;;;;;;;
1460;Schismatomma pericleum;rosa skärelav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);A2bc+3bc+4bc;Viktig;Viktig;;;;;;;
1461;Schismatomma umbrinum;brun skärelav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;Viktig;;;;;;;;
2472;Schistidium confertum;dvärgblommossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;Viktig;Förekommer;;;;;;
2457;Schistidium frisvollianum;vårtblommossa;Bofast och reproducerande;Art;Mossor;Kunskapsbrist (DD);;;;;Viktig;Förekommer;;;;
2450;Schistidium grandirete;polarblommossa;Bofast och reproducerande;Art;Mossor;Kunskapsbrist (DD);;;;;Viktig;;;;;
232909;Schistidium helveticum;praktblommossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;;Viktig;;;;;;;
101737;Schrankia taenialis;tvärstreckat mottfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1b(iii,v)c(iv)+2b(iii,v)c(iv);Viktig;Förekommer;;;;;;;
102336;Sciaphobus ningnidus;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);;Viktig;Förekommer;;;;;;
240200;Sciapus basilicus;;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2b(iii)c(iv);;Viktig;;;;;;;
240205;Sciapus maritimus;;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(ii,iii);;Förekommer;;;;;Viktig;;
232535;Scinaia furcellata;skalgrus-slemtråd;Bofast och reproducerande;Art;Alger;Nära hotad (NT);B1c(iv);;;;;;;;Viktig;
241821;Sciomyza testacea;;Bofast och reproducerande;Art;Tvåvingar;Kunskapsbrist (DD);;;Förekommer;;;Viktig;;;;
1464;Scirpus radicans;bågsäv;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2a;;Viktig;;;Viktig;Förekommer;;;
101738;Scirtes orbicularis;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B1b(iii)+2b(iii);;;;;Viktig;Viktig;;;
2060;Scleroderma cepa;rödbrun rottryffel;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C1;Viktig;Förekommer;;;;;;;
5977;Scleroderma septentrionale;sandrottryffel;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;;Förekommer;;;;;;;
1466;Scleroderma verrucosum;knottrig rottryffel;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;Viktig;;Förekommer;;;;;;
2061;Sclerogaster compactus;hårdtryffel;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
1689;Sclerophora amabilis;sydlig blekspik;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);A3bc;Förekommer;Viktig;;;;;;;
1467;Sclerophora coniophaea;rödbrun blekspik;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);A2bc+3bc+4bc;Förekommer;Viktig;;;Förekommer;;;;
1468;Sclerophora farinacea;brunskaftad blekspik;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A3bc+4bc;Förekommer;Viktig;;;;;;;
6471;Sclerophora pallida;gulvit blekspik;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A3c+4c;Förekommer;Viktig;Förekommer;;;;;;
1469;Sclerophora peronella;liten blekspik;Bofast och reproducerande;Art;Lavar;Sårbar (VU);A3bc;Förekommer;Viktig;Förekommer;;;;;;
101740;Scolia hirta;hårig dolkstekel;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);D1;Förekommer;Förekommer;Förekommer;;;;Förekommer;;
101741;Scolitantides orion;fetörtsblåvinge;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);"B2ab(i,ii,iii,iv,v); C1; D";Viktig;Förekommer;;;Förekommer;;Viktig;;
1471;Scolochloa festucacea;kasgräs;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B1ab(iii,iv,v)+2ab(iii,iv,v);;Viktig;;;Viktig;Förekommer;;;
101745;Scolytus mali;kärnfruktsplintborre;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);Viktig;Viktig;Förekommer;;;;;;
215383;Scoparia conicella;bokskogsugglemott;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ac(iv);Viktig;;;;;;;;
215655;Scopula decorata;blåfläckig lövmätare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(iii,v)c(iv);;Viktig;;;;;;;
101749;Scopula marginepunctata;gulgrå lövmätare;Bofast och reproducerande;Art;Fjärilar;Akut hotad (CR);B1ab(iii,v)c(iii,iv);;Viktig;;;;;Viktig;;
101750;Scopula ornata;prydlig lövmätare;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);"A3c; B1ab(iii,v)c(iii,iv)+2ab(iii,v)c(iii,iv); C1+2b";;Viktig;;;;;Viktig;;
215656;Scopula rubiginata;rödlätt lövmätare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(iii,v);;Viktig;;;;;Förekommer;;
101751;Scopula virgulata;snedstreckad lövmätare;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B1b(iii,v)c(iii,iv)+2b(iii,v)c(iii,iv);;Förekommer;;;Viktig;;;;
101753;Scotopteryx luridata;gråstreckad backmätare;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);D1;;Viktig;Viktig;;;;;;
101754;Scotopteryx mucronata;gulstreckad backmätare;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);D;;Viktig;Viktig;;;;;;
218307;Scrobicularia plana;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
102499;Scrobipalpa murinella;kattfotssmåstävmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(ii,iii,iv);;Viktig;Förekommer;Förekommer;;;;;
102500;Scrobipalpa salicorniae;glasörtssmåstävmal;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B2ab(ii,iii,iv,v);;;;;;;Viktig;;
214730;Scrobipalpula diffluella;binkesmåstävmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1ab(iii)+2ab(iii);;;Viktig;;;;;;
221816;Scrophularia umbrosa;strandflenört;Bofast och reproducerande;Art;Kärlväxter;Akut hotad (CR);D;Viktig;;Förekommer;;Förekommer;;;;
1473;Scutellaria minor;småfrossört;Bofast och reproducerande;Art;Kärlväxter;Akut hotad (CR);B1ab(iii,iv);;Viktig;;;Förekommer;;Förekommer;;
101756;Scydmaenus perrisi;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Viktig;Förekommer;;;;;;
101758;Scymnus silesiacus;reliktdvärgpiga;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);Förekommer;Viktig;;;;;;;
101759;Scythris crypta;ginstfältmal;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);B1ab(i,ii,iii,iv,v)c(ii,iii,iv)+2ab(i,ii,iii,iv,v)c(ii,iii,iv);;Viktig;Viktig;;;;;;
101761;Scythris knochella;arvfältmal;Bofast och reproducerande;Art;Fjärilar;Akut hotad (CR);B1ab(ii,iii,iv,v)c(iv);;Viktig;Förekommer;;;;;;
101762;Scythris productella;havstrandsfältmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ac(iv);;;;;;;Viktig;;
214381;Scythris siccella;sandfältmal;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B2ab(iii);;Viktig;Förekommer;;;;;;
387;Scytinium fragrans;rosettgelélav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);"A2bc+3bc+4bc; B2ab(ii,iii,iv,v); D";Viktig;Viktig;Förekommer;;;;;;
960;Scytinium magnussonii;kustskinnlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;;Viktig;Viktig;;;;Viktig;;
955;Scytinium palmatum;strutskinnlav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);"A2bc+3bc+4bc; D1";;Viktig;Viktig;;;;Viktig;;
963;Scytinium schraderi;skrynklig skinnlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;;Viktig;Förekommer;;;;;;
229243;Scytinium tetrasporum;mo-traslav;Bofast och reproducerande;Art;Lavar;Nationellt utdöd (RE);;;Viktig;;;;;;;
1474;Scytinostroma galactinum;mjölkskinn;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
5994;Scytinostroma praestans;bergfiltskinn;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);"C1; D1";Viktig;;;;;;;;
1475;Scytinostromella nannfeldtii;tyllskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
206252;Sebastes viviparus;mindre kungsfisk;Bofast och reproducerande;Art;Fiskar;Nära hotad (NT);A2d;;;;;;;;Viktig;
101763;Sedina buettneri;brunstarrsfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT°);D1;;Förekommer;;;Viktig;;;;
1477;Sedum anglicum;engelsk fetknopp;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B1a+2a;;Förekommer;;;;;Viktig;;
1478;Sedum villosum;klibbig fetknopp;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);"B2a; D1";;;;Viktig;;;;;
214984;Selenodes karelica;åkerväddsvecklare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii);;Viktig;Förekommer;;;;;;
215597;Selidosema brunnearia;hedmätare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);"B2b(i,ii)c(iv); C1";;Viktig;;;;;Förekommer;;
1479;Seligeria acutifolia;nåldvärgmossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;Viktig;;;;Förekommer;;;;
1480;Seligeria calcarea;mörk dvärgmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;Viktig;Förekommer;Förekommer;;;;;;
1481;Seligeria campylopoda;krokdvärgmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;Viktig;;;;;;;;
1607;Seligeria carniolica;vimpelmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;;;;;Viktig;;Förekommer;;
1482;Seligeria oelandica;trumpetdvärgmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;Förekommer;;;;
1483;Seligeria patula;gotländsk dvärgmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;Viktig;;;;;;;;
1484;Seligeria subimmersa;nordisk dvärgmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;Förekommer;;;;
1485;Seligeria tristichoides;kantdvärgmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;;;Viktig;Förekommer;;;;
383;Selinum dubium;slidsilja;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2a;;Viktig;;;;;;;
101768;Semblis phalaenoides;storfläckig kungsnattslända;Bofast och reproducerande;Art;Sländor;Nära hotad (NT);B2ab(iii,v);Förekommer;;;;Förekommer;Viktig;;;
244007;Senotainia tricuspis;;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;;Förekommer;Viktig;;;;;;
101769;Senta flammea;strimvassfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(iii,v)c(iv);Förekommer;;;;Viktig;;Förekommer;;
101771;Sepedophilus bipustulatus;;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;Förekommer;;;;;;;
240295;Seri obscuripennis;;Bofast och reproducerande;Art;Tvåvingar;Kunskapsbrist (DD);;Viktig;;;;;;;;
100209;Sericoda bogemannii;svedjelöpare;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;;;;;;;;
100129;Serinus serinus;gulhämpling;Bofast och reproducerande;Art;Fåglar;Sårbar (VU°);D;Viktig;Förekommer;Viktig;;;;;;
220320;Serratula tinctoria;ängsskära;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);A2ac+3c+4ac;Förekommer;Viktig;;;;;;;
101773;Sesia bembeciformis;bålgetingsglasvinge;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);"B2b(iii,v)c(iv); C1";;Viktig;;;Förekommer;;;;
1936;Setaria viridis;kavelhirs;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2ab(iii,iv);;Viktig;Viktig;;;;;;
100886;Setema cereola;vaxgul lavspinnare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(v)c(i,ii,iii,iv);Förekommer;;;;Viktig;;;;
101774;Setina irrorella;större borstspinnare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii,v);Förekommer;Viktig;Förekommer;;Förekommer;;Förekommer;;
102891;Setodes punctatus;;Bofast och reproducerande;Art;Sländor;Sårbar (VU);D2;Förekommer;;;;Förekommer;Viktig;;;
1491;Sherardia arvensis;åkermadd;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v)c(iv);;Viktig;;;;;;;
232127;Sialis sibirica;;Bofast och reproducerande;Art;Sländor;Kunskapsbrist (DD);;Förekommer;;;;Förekommer;Viktig;;;
101775;Sibinia phalerata;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
106366;Sibinia pyrrhodactyla;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
101776;Sibinia signata;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);;Viktig;Viktig;;;;;;
101777;Sicus abdominalis;klumpig roststekelfluga;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;;Viktig;;;;;;;
1503;Sidera lenis;gräddporing;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
101778;Sideridis turbida;vitpunkterat lundfly;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B2b(ii,iii,iv,v)c(iv);;Viktig;;;;;Förekommer;;
101779;Sigara fallenoidea;nordlig buksimmare;Bofast och reproducerande;Art;Halvvingar;Nära hotad (NT);B2a;;;;;Förekommer;Viktig;;;
101780;Sigara hellensii;bäckbuksimmare;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B2ab(iii);;;;;Viktig;Viktig;;;
1492;Silaum silaus;ängssilja;Bofast och reproducerande;Art;Kärlväxter;Akut hotad (CR);"B1ab(iii,v)+2ab(iii,v); C2a(i); D";;Viktig;;;;;;;
224047;Silene dioica var. serpentinicola;dvärgrödblära;Bofast och reproducerande;Varietet;Kärlväxter;Sårbar (VU);D1;Viktig;;;;;;;;
1495;Silene dioica var. smithii;kal rödblära;Bofast och reproducerande;Varietet;Kärlväxter;Sårbar (VU);D1+2;Viktig;;;;;;;;
231011;Silene involucrata;polarblära;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);"B1a+2a; D2";Förekommer;;;Viktig;;;;;
101781;Silpha obscura;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;Förekommer;;;;Förekommer;;
100131;Silurus glanis;mal;Bofast och reproducerande;Art;Fiskar;Sårbar (VU);"A2ac; D1";;;;;;Viktig;;;
101782;Silusa rubiginosa;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;Förekommer;Förekommer;;;;;;
101784;Silvanus unidentatus;entandad plattbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;Förekommer;;;;;;;
102722;Similipecten similis;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
102572;Singa nitidula;älvglansspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2ab(iii);;;;;Viktig;;;;
101785;Siphlonurus armatus;;Bofast och reproducerande;Art;Sländor;Nära hotad (NT);B2b(iii);Förekommer;Förekommer;;;Förekommer;Viktig;;;
6006;Sistotrema alboluteum;oljeporing;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
1497;Sistotrema citriforme;talloljeskinn;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"C1; D1";Viktig;;;;;;;;
6014;Sistotrema heteronemum;floroljeskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
1500;Sistotrema pistilliferum;klubboljeskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Förekommer;;;;;;;;
101786;Sisyra dalii;ribbsvampslända;Bofast och reproducerande;Art;Sländor;Nära hotad (NT);B2a;Förekommer;;;;Förekommer;Viktig;;;
101787;Sisyra jutlandica;;Bofast och reproducerande;Art;Sländor;Kunskapsbrist (DD);;Förekommer;;;;Förekommer;Viktig;;;
101788;Sisyra terminalis;;Bofast och reproducerande;Art;Sländor;Nära hotad (NT);B1a+2a;Förekommer;;;;Förekommer;Viktig;;;
102586;Sittiflor inexpectus;tvillinghoppspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B1ab(iii)+2ab(iii);;Viktig;;;Viktig;;Viktig;;
239730;Skeletocutis borealis;;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
2062;Skeletocutis brevispora;ulltickeporing;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C2a(i);Viktig;;;;;;;;
2063;Skeletocutis chrysella;grantickeporing;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C2a(i);Viktig;;;;;;;;
233025;Skeletocutis jelicii;;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);D;Viktig;;;;;;;;
2064;Skeletocutis kuehneri;kilporing;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C1+2a(i);Viktig;;;;;;;;
233035;Skeletocutis lilacina;;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
2065;Skeletocutis ochroalba;gulfläcksticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
1506;Skeletocutis odora;ostticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
2066;Skeletocutis papyracea;svällticka;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
1505;Skeletocutis stellae;kristallticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1+2a(i)";Viktig;Förekommer;;;;;;;
