TaxonId;Vetenskapligt namn;Svenskt namn;Svensk förekomst;Typ;Organismgrupp;Kategori;Rödlistekriterium;Skog (S);Jordbrukslandskap (J);Urban miljö (U);Fjäll (F);Våtmark (V);Sötvatten (L);Havsstrand (H);Marin miljö (M);Brackvatten (B)
100247;Amalorrhynchus melanarius;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);;Förekommer;;;Viktig;;;;
37;Amanita ceciliae;jättekamskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;Viktig;Förekommer;Förekommer;;;;;;
2972;Amanita eliae;isabellflugsvamp;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);D;Viktig;;;;;;;;
38;Amanita franchetii;gulbrämad flugsvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"B2ab(iii); C1";Viktig;Förekommer;Förekommer;;;;;;
39;Amanita friabilis;alflugsvamp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);"A2c+3c+4c; C1";Viktig;;;;Förekommer;;;;
2975;Amanita lividopallescens;bleknande kamskivling;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C1;Viktig;Förekommer;Förekommer;;;;;;
41;Amanita strobiliformis;flockflugsvamp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;Förekommer;Förekommer;;;;;;
102163;Amara infima;ljungkornlöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);;Viktig;Förekommer;;;;Viktig;;
102164;Amara littorea;matt kornlöpare;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;Viktig;;;;;;
103450;Amara montivaga;blågrön kornlöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Viktig;;;;;;
100251;Amaurobius ferox;källarmörkerspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2ab(iii);;Förekommer;Viktig;;;;;;
862;Amaurodon mustialaënsis;olivskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
100252;Amauronyx maerkelii;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;Förekommer;Viktig;Förekommer;;;;;;
102780;Amauropsis islandica;;Bofast och reproducerande;Art;Blötdjur;Sårbar (VU);B1ab(iii);;;;;;;;Viktig;
206220;Amblyraja radiata;klorocka;Bofast och reproducerande;Art;Fiskar;Starkt hotad (EN);A2b;;;;;;;;Viktig;
100254;Amblytylus albidus;borsttåtelskinnbagge;Bofast och reproducerande;Art;Halvvingar;Nära hotad (NT);B2b(ii,iii);;Viktig;;;;;;;
100256;Amiota alboguttata;svampsavdaggfluga;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;;Viktig;;;;;;
100258;Amiota flavopruinosa;gulpudrad savdaggfluga;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(ii,iii,iv,v);Viktig;;Viktig;;;;;;
100260;Ampedus cardinalis;kardinalfärgad rödrock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Viktig;Förekommer;;;;;;
100261;Ampedus cinnabarinus;barkrödrock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);A2c+3c;Viktig;Förekommer;Förekommer;;;;;;
100262;Ampedus elegantulus;elegant rödrock;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Förekommer;Viktig;Förekommer;;;;;;
100263;Ampedus erythrogonus;gulnackad rödrock;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;Förekommer;;;;;;;
100270;Ampedus karpathicus;nordlig rödrock;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;;;;;;;;
100265;Ampedus nigerrimus;blanksvart rödrock;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii);Viktig;Viktig;;;;;;;
100267;Ampedus praeustus;svartspetsad rödrock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;Förekommer;;;;;;
100268;Ampedus rufipennis;bokskogsrödrock;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;Förekommer;Förekommer;;;;;;
100269;Ampedus sanguinolentus;svartfläckad rödrock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;Viktig;;;;
102165;Ampedus triangulum;öländsk rödrock;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B1ab(iii);Viktig;Förekommer;;;;;;;
227481;Ampharete octocirrata;;Bofast och reproducerande;Art;Ringmaskar och planarier;Kunskapsbrist (DD);;;;;;;;;Viktig;
102866;Amphilepis norvegica;sköldormstjärna;Bofast och reproducerande;Art;Tagghudingar;Nära hotad (NT);"B1ab(iii); D2";;;;;;;;Viktig;
105066;Amphimallon fallenii;mörk pingborre;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;;;;;;;
2992;Amphinema diadema;brunt kraterskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
200846;Amphipauropus rhenanus;strandfåfoting;Bofast och reproducerande;Art;Mångfotingar;Kunskapsbrist (DD);;;;;;Viktig;;Viktig;;
102865;Amphipholis squamata;dvärgormstjärna;Bofast och reproducerande;Art;Tagghudingar;Kunskapsbrist (DD);;;;;;;;;Viktig;
216123;Amphipoea crinanensis;mindre stamfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(ii,iii,iv,v)c(iv);;Förekommer;;;Viktig;;Förekommer;;
250118;Amphiura securigera;grustrådormstjärna;Bofast och reproducerande;Art;Tagghudingar;Kunskapsbrist (DD);;;;;;;;;Viktig;
4500;Amylocorticiellum cremeoisabellinum;skuggskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
2996;Amylocorticium pedunculatum;skaftjodskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
46;Amylocorticium subincarnatum;rosa jodskinn;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C2a(i);Viktig;;;;;;;;
47;Amylocorticium subsulphureum;gult jodskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
48;Amylocystis lapponica;lappticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
100273;Anacampsis fuscella;klöversobermal;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B2ac(iv);;;Viktig;;;;;;
100274;Anacampsis scintillella;solvändesobermal;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);"B1ab(iii)c(iv)+2ab(iii)c(iv); D2";;Viktig;;;;;;;
1718;Anacamptis palustris;kärrnycklar;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B1ab(iii,iv,v)+2ab(iii,iv,v);;Viktig;;;Viktig;;;;
49;Anacamptis pyramidalis;salepsrot;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B1ab(iii,iv,v)+2ab(iii,iv,v);;Viktig;;;;;;;
100275;Anaesthetis testacea;kragbock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
100276;Anaglyptus mysticus;prydnadsbock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
234568;Anakelisia fasciata;;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B2ab(iii);;Viktig;;;Viktig;;;;
206061;Anarhichas lupus;havskatt;Bofast och reproducerande;Art;Fiskar;Starkt hotad (EN);A2bd;;;;;;;;Viktig;
102378;Anarsia spartiella;harrisbuskpalpmal;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B1ab(iii)c(iv)+2ab(iii)c(iv);;Förekommer;Viktig;;;;;;
100006;Anas acuta;stjärtand;Bofast och reproducerande;Art;Fåglar;Sårbar (VU);C1;;;;;Viktig;Viktig;Viktig;;Viktig
100007;Anas querquedula;årta;Bofast och reproducerande;Art;Fåglar;Sårbar (VU);D1;;;;;Viktig;Viktig;;;
102167;Anaspis garneysi;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;Viktig;Förekommer;;;;;;;
51;Anastrepta orcadensis;snedbladsmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;Viktig;;;Förekommer;;;;;
52;Anastrophyllum cavifolium;fjälltrappmossa;Bofast och reproducerande;Art;Mossor;Kunskapsbrist (DD);;Förekommer;;;Viktig;;;;;
53;Anastrophyllum hellerianum;vedtrappmossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);A3c+4c;Viktig;;;;;;;;
54;Anastrophyllum michauxii;skogstrappmossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);C2a(i);Viktig;;;;;;;;
55;Anastrophyllum sphenoloboides;myrtrappmossa;Bofast och reproducerande;Art;Mossor;Kunskapsbrist (DD);;;;;;Viktig;;;;
102761;Anatoma crispata;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
100277;Anchinia cristalis;brun tibastmal;Bofast och reproducerande;Art;Fjärilar;Akut hotad (CR);B1ab(i,ii,iii,iv)c(iv)+2ab(i,ii,iii,iv)c(iv);Viktig;;;;;;;;
100278;Ancistronycha tigurina;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
249190;Ancylis kenneli;östlig sikelvecklare;Bofast och reproducerande;Art;Fjärilar;Kunskapsbrist (DD);;;Förekommer;;;Viktig;;;;
100279;Ancylis obtusana;trubbsikelvecklare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1ac(iv)+2ac(iv);Viktig;Förekommer;;;;;;;
100280;Ancylis paludana;kärrvialssikelvecklare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2ab(iii);;;;;;;Viktig;;
215153;Ancylis upupana;almsikelvecklare;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);A3ce;Viktig;Förekommer;;;;;;;
103115;Andrena alfkenella;alvarsandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2b(iii,iv);;Viktig;Förekommer;;;;;;
100281;Andrena apicata;spetssandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2b(iii)c(iv);;Viktig;Förekommer;;Förekommer;;;;
100282;Andrena argentata;silversandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2ab(ii,iii);Viktig;Förekommer;Viktig;;;;;;
103096;Andrena batava;batavsandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B1ab(i,ii,iii,iv)c(iv)+2ab(i,ii,iii,iv)c(iv);;Viktig;Viktig;;Förekommer;;Förekommer;;
102664;Andrena bimaculata;rapssandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B2ab(iii,iv);;Viktig;Förekommer;;;;;;
103124;Andrena bluethgeni;dådresandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv);;Viktig;Förekommer;;;;;;
102665;Andrena chrysopyga;stäppsandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv);;Viktig;;;;;;;
100284;Andrena curvungula;blåklockesandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B1b(iii)c(iv)+2b(iii)c(iv);Viktig;Viktig;;;;;;;
102663;Andrena dorsata;ryggsandbi;Ej längre bofast, ej tillfälligt förekommande;Art;Steklar;Nationellt utdöd (RE);;;Viktig;;;;;;;
102666;Andrena fulvago;fibblesandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2ab(iii,iv,v);Förekommer;Viktig;Förekommer;;;;;;
100283;Andrena gallica;raggsandbi;Ej längre bofast, ej tillfälligt förekommande;Art;Steklar;Nationellt utdöd (RE);;;Viktig;;;;;;;
102667;Andrena gelriae;väpplingsandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B2ab(i,ii,iii,iv,v)c(iv);;Viktig;Förekommer;;;;;;
100285;Andrena humilis;slåttersandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B2ab(ii,iii,iv);;Viktig;Viktig;;;;;;
102669;Andrena labialis;märgelsandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B2ab(ii,iii,iv,v)c(iv);;Viktig;Viktig;;;;;;
102671;Andrena marginata;guldsandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);"A2c; B2b(iii,iv)c(iv)";Förekommer;Viktig;;;Viktig;;;;
103125;Andrena morawitzi;fältsandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv);;Viktig;Förekommer;;Förekommer;;;;
103119;Andrena nanula;dvärgsandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B2ab(ii,iii,iv,v);;Viktig;Förekommer;;;;;;
102673;Andrena nigrospina;sotsandbi;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2b(ii,iii)c(iv);;Viktig;Viktig;;;;;;
103113;Andrena nitida;nyponsandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B2ab(iii,v);;Viktig;Förekommer;;;;;;
102672;Andrena niveata;franssandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B1ab(v)c(iv)+2ab(v)c(iv);;Viktig;;;;;Viktig;;
103127;Andrena nycthemera;flodsandbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B1ac(iv)+2ac(iv);;Förekommer;Viktig;;Förekommer;;;;
103132;Andrena similis;ginstsandbi;Bofast och reproducerande;Art;Steklar;Starkt hotad (EN);B2ab(ii,iii,iv,v)c(iv);;Viktig;Viktig;;;;;;
102674;Andrena thoracica;kustsandbi;Ej längre bofast, ej tillfälligt förekommande;Art;Steklar;Nationellt utdöd (RE);;;Förekommer;;;;;Viktig;;
100289;Andrenosoma atrum;blanksvart rovfluga;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;Viktig;;;;;;;;
217879;Andvakia parva;;Möjligen nationellt utdöd;Art;Koralldjur;Akut hotad (CR);B1ab(iii)+2ab(iii);;;;;;;;Viktig;
6000135;Anema nummularium;;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;;Viktig;;;;;;;
222784;Anemone sylvestris;tovsippa;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);"B2b(iii,iv,v); C2a(i)";Viktig;Viktig;;;;;;;
100291;Aneurus laevis;slät lövbarkskinnbagge;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B2ab(ii,iii);Viktig;;;;;;;;
206063;Anguilla anguilla;ål;Regelbunden förekomst, ej reproducerande;Art;Fiskar;Akut hotad (CR);A2bcde;;;;;Förekommer;Viktig;;Viktig;Viktig
100292;Anisodactylus poeciloides;saltängslöpare;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;;;;;;;Viktig;;
100293;Anisoxya fuscula;dubbelhårig brunbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(i,iii,iv);Viktig;Viktig;Förekommer;;;;;;
100294;Anisus spirorbis;rundläppad skivsnäcka;Bofast och reproducerande;Art;Blötdjur;Nära hotad (NT);B2a;;;;;Förekommer;Viktig;;;
100295;Anisus vorticulus;sirlig skivsnäcka;Bofast och reproducerande;Art;Blötdjur;Sårbar (VU);D2;;;;;Viktig;Viktig;;;
100296;Anitys rubens;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
102169;Anogcodes rufiventris;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);Viktig;;;;;;Viktig;;
57;Anomoloma albolutescens;gul mjukporing;Bofast och reproducerande;Art;Storsvampar;Akut hotad (CR);D;Viktig;;;;;;;;
59;Anomoloma myceliosum;fransporing;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C2a(i);Viktig;;;;;;;;
58;Anomoporia bombycina;isabellporing;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C1+2a(i);Viktig;;;;;;;;
1962;Anomoporia kamtschatica;vaddporing;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);"A2c+3c; C1";Viktig;;;;;;;;
100300;Anoplius aeruginosus;vindvägstekel;Bofast och reproducerande;Art;Steklar;Nära hotad (NT);B2ab(ii,iii,iv);;;;;;;Viktig;;
248749;Anoplius alpinobalticus;kärrvägstekel;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B1b(ii,iii,iv,v)c(iv)+2b(ii,iii,iv,v)c(iv);;;Förekommer;;Viktig;;;;
100304;Anoplodera sexguttata;sexfläckig blombock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
234697;Anoscopus histrionicus;;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B2ab(iii,v);;Viktig;;;;;;;
104488;Anotylus nitidulus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Förekommer;Viktig;Viktig;;Viktig;;Viktig;;
100305;Anotylus pumilus;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);;Viktig;;;;;;;
100008;Anser erythropus;fjällgås;Bofast och reproducerande;Art;Fåglar;Akut hotad (CR);"C2a(i,ii); D";;Viktig;;Viktig;Viktig;Viktig;;;
100009;Anser fabalis;sädgås;Bofast och reproducerande;Art;Fåglar;Nära hotad (NT);D1;Förekommer;Viktig;;;Viktig;Viktig;Förekommer;;
250052;Antalis occidentalis;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
1854;Antennaria alpina subsp. porsildii;grönkattfot;Bofast och reproducerande;Underart;Kärlväxter;Nära hotad (NT);B2a;;;;Viktig;;;;;
1855;Anthemis arvensis;åkerkulla;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);A2c;;Viktig;;;;;;;
60;Anthemis cotula;kamomillkulla;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv);;Viktig;Förekommer;;;;;;
61;Anthericum liliago;stor sandlilja;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(iii,iv,v);Förekommer;Viktig;;;;;;;
105527;Antherophagus silaceus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);;Viktig;Förekommer;;;;Viktig;;
100308;Anthicus axillaris;dynsnabbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;;;;;;Viktig;;
100309;Anthicus bimaculatus;tvåfläckig snabbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;;Förekommer;;Viktig;;Viktig;;
100312;Anthicus sellatus;större snabbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;;;;Viktig;;Viktig;;
102603;Anthocoris amplicollis;;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B2ab(iii);;Viktig;;;;;;;
100318;Anthonomus ulmi;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);Viktig;Förekommer;;;;;;;
102689;Anthophora plagiata;humlepälsbi;Bofast och reproducerande;Art;Steklar;Akut hotad (CR);C2b;;Förekommer;Viktig;;Förekommer;;;;
102690;Anthophora retusa;svartpälsbi;Bofast och reproducerande;Art;Steklar;Sårbar (VU);B2ab(i,ii,iii,iv,v);;Förekommer;Viktig;;;;;;
65;Anthoporia albobrunnea;fläckporing;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
249109;Anthothela grandiflora;;Bofast och reproducerande;Art;Koralldjur;Akut hotad (CR);B1ab(iii)+2ab(iii);;;;;;;;Viktig;
102099;Anthrax trifasciatus;silverfläckad sorgfluga;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(iii);Förekommer;Viktig;Förekommer;;;;;;
100320;Anthrenochernes stellae;hålträdsklokrypare;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2b(iii);Viktig;Viktig;;;;;;;
102172;Anthribus fasciatus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Viktig;Förekommer;;;;;;
62;Anthriscus caucalis;taggkörvel;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);B2ab(i,ii,iv,v)c(iv);;Viktig;Förekommer;;;;Viktig;;
100010;Anthus campestris;fältpiplärka;Bofast och reproducerande;Art;Fåglar;Starkt hotad (EN);"A2ace+3c+4ace; C1; D";;Viktig;Förekommer;;;;Viktig;;
102120;Anthus cervinus;rödstrupig piplärka;Bofast och reproducerande;Art;Fåglar;Sårbar (VU);D1;;Förekommer;;Viktig;Viktig;;;;
102983;Anthus pratensis;ängspiplärka;Bofast och reproducerande;Art;Fåglar;Nära hotad (NT);A2b;Förekommer;Viktig;;Viktig;Viktig;;Viktig;;
100321;Antipalus varipes;stor sandrovfluga;Bofast och reproducerande;Art;Tvåvingar;Sårbar (VU);B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v);Viktig;Viktig;;;;;;;
66;Antrodia crassa/cretacea;kritporing;Bofast och reproducerande;Kollektivtaxon;Storsvampar;Akut hotad (CR);C2a(i);Viktig;;;;;;;;
71;Antrodia infirma;urskogsporing;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C1+2a(i);Viktig;;;;;;;;
1963;Antrodia macra;videticka;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;;;;Förekommer;;;;
2040;Antrodia mappa;skinnporing;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
1964;Antrodia mellita;honungsticka;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
72;Antrodia primaeva;urskogsticka;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C1+2a(i);Viktig;;;;;;;;
73;Antrodia pulvinascens;veckticka;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;;;;;;;;
1965;Antrodiella citrinella;citronporing;Bofast och reproducerande;Art;Storsvampar;Akut hotad (CR);C2a(i);Viktig;;;;;;;;
106596;Antrodiella pallasii;;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"C1+2a(i); D1";Viktig;;;;;;;;
3014;Antrodiella parasitica;parasitporing;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
100322;Apalochrus femoralis;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;;;;;;Viktig;;
216100;Apamea anceps;sandängsfly;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B2b(iii)c(iv);;Viktig;;;;;Viktig;;
102379;Apamea exulis;högnordiskt ängsfly;Bofast och reproducerande;Art;Fjärilar;Kunskapsbrist (DD);;;;;Viktig;;;;;
206390;Apatania muliebris;;Bofast och reproducerande;Art;Sländor;Nära hotad (NT);B2ab(iii,v);Förekommer;;;;Förekommer;Viktig;;;
1856;Apera interrupta;alvarkösa;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);"B2ac(iv); D1";;Viktig;;;;;;;
222223;Apera spica-venti;kösa;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);A2ab;;Viktig;;;;;;;
102175;Aphodius arenarius;köldyngbagge;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii);;Viktig;;;;;;;
100329;Aphodius coenosus;skoveldyngbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;;;;;;;
102173;Aphodius foetidus;sanddyngbagge;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;;Viktig;;;;;;;
100330;Aphodius immundus;alvardyngbagge;Bofast och reproducerande;Art;Skalbaggar;Akut hotad (CR);B1ab(iii,iv)+2ab(iii,iv);;Viktig;;;;;;;
100332;Aphodius luridus;likgul dyngbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);;Viktig;;;;;;;
100333;Aphodius porcus;snyltdyngbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;;;;;;;
100334;Aphodius quadriguttatus;fyrfläckig dyngbagge;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii,iv);;Viktig;;;;;;;
100335;Aphodius scrofa;hårdyngbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;Viktig;;;;;;;
102176;Aphodius sordidus;heddyngbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);;Viktig;;;;;;;
100336;Aphodius subterraneus;fårad dyngbagge;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii);;Viktig;;;;;;;
100337;Aphodius tomentosus;sidendyngbagge;Bofast och reproducerande;Art;Skalbaggar;Starkt hotad (EN);B2ab(iii);;Viktig;;;;;;;
100338;Aphodius varians;kustjordbagge;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;;Viktig;;;Förekommer;;;;
